


Company:;
SerialNumber:;
ManufacturerID:;
Project:;Super Tech Project
AttendantName:;
AttendantMail:;
UserName:;
UserMail:;
UserLogin:;SuperTechLogin
Description0:;Cool measurements
Configuration application:;V66.66.66
ConfigurationFile:;/path/to/cool/configfile
ConfigurationFileCreation:;2012-07-11 12:43:24


\Data:
Time_100Hz;P_cyl;F_cyl;L_cyl;Fc1_cal;Fc2_cal;
;11447746;11410572;11120448;11410106;11410098;
(s);(bar);(uN);(m);(mN);(mN);

      48.46000000;       5.84156009;       8.20968327;     -30.87015197;      82.54210747;      49.47378878;
      48.47000000;       5.84460844;       8.21146431;     -30.87015197;      82.56100556;      49.47378878;
      48.48000000;       5.84765679;       8.22036948;     -30.88027827;      82.55155652;      49.46450403;
      48.49000000;       5.84948581;       8.21680741;     -30.88027827;      82.56100556;      49.48307353;
      48.50000000;       5.85253416;       8.21858845;     -30.88027827;      82.57990364;      49.47378878;
      48.51000000;       5.85131482;       8.22215052;     -30.88534142;      82.58935269;      49.49235828;
      48.52000000;       5.85375350;       8.22927466;     -30.89040457;      82.60825077;      49.51092778;
      48.53000000;       5.85436317;       8.22749363;     -30.89546772;      82.63659790;      49.50164303;
      48.54000000;       5.85741153;       8.23283673;     -30.90053087;      82.64604694;      49.52949728;
      48.55000000;       5.85985021;       8.23817984;     -30.90559403;      82.67439406;      49.53878203;
      48.56000000;       5.86289856;       8.23817984;     -30.91065718;      82.68384311;      49.57592102;
      48.57000000;       5.86228889;       8.23639880;     -30.92078348;      82.74053736;      49.57592102;
      48.58000000;       5.86411790;       8.23817984;     -30.92584663;      82.78778257;      49.60377527;
      48.59000000;       5.86411790;       8.23996088;     -30.94103609;      82.82557874;      49.63162952;
      48.60000000;       5.86594692;       8.24352295;     -30.94609924;      82.83502778;      49.66876852;
      48.61000000;       5.86777593;       8.24530398;     -30.95116239;      82.89172203;      49.66876852;
      48.62000000;       5.87021461;       8.24886605;     -30.96128869;      82.92006916;      49.66876852;
      48.63000000;       5.87204362;       8.24352295;     -30.96128869;      82.93896724;      49.71519227;
      48.64000000;       5.87570165;       8.24886605;     -30.96635184;      82.92006916;      49.70590752;
      48.65000000;       5.87509198;       8.25420916;     -30.97141499;      82.97676341;      49.72447702;
      48.66000000;       5.87509198;       8.25064709;     -30.98154130;      83.00511054;      49.74304652;
      48.67000000;       5.87448231;       8.25955227;     -30.98154130;      83.01455958;      49.74304652;
      48.68000000;       5.87631132;       8.26311434;     -30.98660445;      83.04290671;      49.73376177;
      48.69000000;       5.87753066;       8.26311434;     -30.98660445;      83.07125383;      49.78018552;
      48.70000000;       5.88057901;       8.26845744;     -30.99166760;      83.09960096;      49.78018552;
      48.71000000;       5.88240803;       8.26667641;     -30.99673075;      83.11849904;      49.80803977;
      48.72000000;       5.88423704;       8.26667641;     -31.00179390;      83.11849904;      49.84517877;
      48.73000000;       5.88667572;       8.27023848;     -31.00685705;      83.14684617;      49.81732452;
      48.74000000;       5.88911440;       8.27380055;     -31.01698336;      83.17519330;      49.83589402;
      48.75000000;       5.88789506;       8.27380055;     -31.01698336;      83.18464234;      49.84517877;
      48.76000000;       5.88911440;       8.27914366;     -31.02204651;      83.20354042;      49.87303301;
      48.77000000;       5.88972407;       8.27736262;     -31.02710966;      83.22243851;      49.87303301;
      48.78000000;       5.89033374;       8.27736262;     -31.03217281;      83.26023468;      49.89160251;
      48.79000000;       5.89033374;       8.28270573;     -31.03723596;      83.26968372;      49.90088726;
      48.80000000;       5.89216276;       8.28626780;     -31.03723596;      83.29803084;      49.91945676;
      48.81000000;       5.89460144;       8.28448676;     -31.03723596;      83.30747989;      49.91017201;
      48.82000000;       5.89764979;       8.28626780;     -31.04736226;      83.33582701;      49.93802626;
      48.83000000;       5.89825946;       8.28626780;     -31.04736226;      83.35472510;      49.97516526;
      48.84000000;       5.90008848;       8.28982987;     -31.05242542;      83.35472510;      49.93802626;
      48.85000000;       5.90374650;       8.29161091;     -31.05748857;      83.37362318;      49.97516526;
      48.86000000;       5.90313683;       8.29339194;     -31.06255172;      83.39252127;      49.96588051;
      48.87000000;       5.90191749;       8.29873505;     -31.06761487;      83.40197031;      49.99373476;
      48.88000000;       5.90435617;       8.29873505;     -31.07267802;      83.44921552;      50.03087376;
      48.89000000;       5.90374650;       8.30229712;     -31.06761487;      83.44921552;      50.02158901;
      48.90000000;       5.90618518;       8.29873505;     -31.07267802;      83.46811360;      50.02158901;
      48.91000000;       5.90740452;       8.30229712;     -31.07774117;      83.48701169;      50.04015851;
      48.92000000;       5.90984321;       8.30764023;     -31.07774117;      83.51535881;      50.04944326;
      48.93000000;       5.91167222;       8.30407815;     -31.08280432;      83.53425690;      50.08658226;
      48.94000000;       5.91350123;       8.31298333;     -31.08786748;      83.56260402;      50.04944326;
      48.95000000;       5.91411090;       8.30764023;     -31.09293063;      83.56260402;      50.08658226;
      48.96000000;       5.91472057;       8.31832644;     -31.09293063;      83.58150211;      50.09586701;
      48.97000000;       5.91533024;       8.32366955;     -31.10305693;      83.59095115;      50.09586701;
      48.98000000;       5.91776893;       8.31832644;     -31.10812008;      83.60984923;      50.14229076;
      48.99000000;       5.92081728;       8.32545058;     -31.10812008;      83.65709445;      50.12372126;
      49.00000000;       5.92325596;       8.32545058;     -31.11318323;      83.67599253;      50.16086026;
      49.01000000;       5.92386563;       8.32366955;     -31.11824638;      83.69489061;      50.16086026;
      49.02000000;       5.92630432;       8.33435576;     -31.12330954;      83.71378870;      50.17014500;
      49.03000000;       5.92691399;       8.32723162;     -31.12837269;      83.74213582;      50.19799925;
      49.04000000;       5.92752366;       8.33791783;     -31.13849899;      83.77048295;      50.21656875;
      49.05000000;       5.92752366;       8.33435576;     -31.13849899;      83.77048295;      50.24442300;
      49.06000000;       5.92874300;       8.33613679;     -31.14356214;      83.81772816;      50.21656875;
      49.07000000;       5.92935267;       8.33791783;     -31.14862529;      83.83662625;      50.24442300;
      49.08000000;       5.93179135;       8.34147990;     -31.15875160;      83.86497337;      50.24442300;
      49.09000000;       5.93301070;       8.34504197;     -31.16381475;      83.86497337;      50.25370775;
      49.10000000;       5.93605905;       8.34682301;     -31.16887790;      83.90276954;      50.30013150;
      49.11000000;       5.93788806;       8.34326094;     -31.17394105;      83.92166762;      50.31870100;
      49.12000000;       5.93849773;       8.35038508;     -31.17900420;      83.93111667;      50.30941625;
      49.13000000;       5.93849773;       8.35038508;     -31.18406735;      83.95001475;      50.31870100;
      49.14000000;       5.93971707;       8.35216611;     -31.18913050;      83.99725996;      50.34655525;
      49.15000000;       5.93910740;       8.35572818;     -31.18913050;      84.01615805;      50.36512475;
      49.16000000;       5.93971707;       8.35216611;     -31.19925681;      84.03505613;      50.35584000;
      49.17000000;       5.94154609;       8.35572818;     -31.20431996;      84.04450517;      50.36512475;
      49.18000000;       5.94337510;       8.35750922;     -31.20938311;      84.09175038;      50.37440950;
      49.19000000;       5.94459444;       8.36107129;     -31.20938311;      84.09175038;      50.40226375;
      49.20000000;       5.94581378;       8.36819543;     -31.21950941;      84.10119943;      50.43011800;
      49.21000000;       5.94703312;       8.36285233;     -31.22457256;      84.14844464;      50.43011800;
      49.22000000;       5.94764279;       8.36641440;     -31.22457256;      84.13899559;      50.43940275;
      49.23000000;       5.94886213;       8.37175750;     -31.22963572;      84.17679176;      50.44868750;
      49.24000000;       5.95069115;       8.37353854;     -31.23469887;      84.17679176;      50.49511124;
      49.25000000;       5.95252016;       8.36819543;     -31.23976202;      84.21458793;      50.48582649;
      49.26000000;       5.95434917;       8.37353854;     -31.24482517;      84.24293506;      50.49511124;
      49.27000000;       5.95373950;       8.36997647;     -31.24988832;      84.24293506;      50.49511124;
      49.28000000;       5.95495884;       8.37710061;     -31.25495147;      84.26183314;      50.52296549;
      49.29000000;       5.95556851;       8.37353854;     -31.26001462;      84.28073123;      50.53225024;
      49.30000000;       5.95495884;       8.37531958;     -31.26001462;      84.30907835;      50.55081974;
      49.31000000;       5.95739752;       8.38066268;     -31.26507778;      84.31852739;      50.54153499;
      49.32000000;       5.95800720;       8.38066268;     -31.26507778;      84.37522165;      50.56010449;
      49.33000000;       5.95983621;       8.38422475;     -31.27014093;      84.35632356;      50.56010449;
      49.34000000;       5.96105555;       8.38600579;     -31.27520408;      84.36577260;      50.56938924;
      49.35000000;       5.96166522;       8.38778682;     -31.28026723;      84.37522165;      50.59724349;
      49.36000000;       5.96227489;       8.38600579;     -31.28533038;      84.36577260;      50.61581299;
      49.37000000;       5.96227489;       8.38244372;     -31.29039353;      84.42246686;      50.61581299;
      49.38000000;       5.96288456;       8.39134890;     -31.29545668;      84.44136494;      50.62509774;
      49.39000000;       5.96288456;       8.39491097;     -31.29545668;      84.45081398;      50.62509774;
      49.40000000;       5.96471357;       8.39134890;     -31.30051983;      84.49805919;      50.64366724;
      49.41000000;       5.96410390;       8.39134890;     -31.30558299;      84.50750824;      50.64366724;
      49.42000000;       5.96715226;       8.39312993;     -31.31064614;      84.52640632;      50.66223674;
      49.43000000;       5.96715226;       8.39669200;     -31.31064614;      84.53585536;      50.66223674;
      49.44000000;       5.96898127;       8.39491097;     -31.31570929;      84.54530440;      50.69009099;
      49.45000000;       5.97081028;       8.40025407;     -31.32077244;      84.57365153;      50.70866049;
      49.46000000;       5.97141995;       8.40559718;     -31.32583559;      84.57365153;      50.71794524;
      49.47000000;       5.97202962;       8.40025407;     -31.32583559;      84.57365153;      50.74579949;
      49.48000000;       5.97202962;       8.40559718;     -31.33089874;      84.59254962;      50.73651474;
      49.49000000;       5.97324896;       8.40559718;     -31.33596189;      84.61144770;      50.71794524;
      49.50000000;       5.97324896;       8.40381614;     -31.33596189;      84.63979483;      50.76436899;
      49.51000000;       5.97446831;       8.40203511;     -31.34608820;      84.63979483;      50.77365374;
      49.52000000;       5.97263929;       8.40559718;     -31.34608820;      84.65869291;      50.78293849;
      49.53000000;       5.97568765;       8.40559718;     -31.34608820;      84.65869291;      50.74579949;
      49.54000000;       5.97568765;       8.40915925;     -31.34608820;      84.69648908;      50.78293849;
      49.55000000;       5.97568765;       8.40737822;     -31.35115135;      84.68704004;      50.79222323;
      49.56000000;       5.97629732;       8.40737822;     -31.35115135;      84.72483621;      50.81079273;
      49.57000000;       5.97690699;       8.41272132;     -31.35621450;      84.70593812;      50.83864698;
      49.58000000;       5.97751666;       8.40915925;     -31.35621450;      84.75318333;      50.83864698;
      49.59000000;       5.97873600;       8.41450236;     -31.36127765;      84.76263237;      50.83864698;
      49.60000000;       5.98056501;       8.41806443;     -31.36127765;      84.76263237;      50.85721648;
      49.61000000;       5.98117468;       8.41272132;     -31.36634080;      84.78153046;      50.85721648;
      49.62000000;       5.98178435;       8.41450236;     -31.36634080;      84.80987758;      50.85721648;
      49.63000000;       5.98361337;       8.41272132;     -31.37140395;      84.80987758;      50.88507073;
      49.64000000;       5.98300370;       8.41628339;     -31.37140395;      84.81932663;      50.89435548;
      49.65000000;       5.98178435;       8.41984546;     -31.37140395;      84.81932663;      50.87578598;
      49.66000000;       5.98239402;       8.41806443;     -31.37646711;      84.84767375;      50.88507073;
      49.67000000;       5.98361337;       8.42696961;     -31.37646711;      84.85712280;      50.91292498;
      49.68000000;       5.98300370;       8.42518857;     -31.38153026;      84.88546992;      50.89435548;
      49.69000000;       5.98483271;       8.42162650;     -31.38153026;      84.87602088;      50.93149448;
      49.70000000;       5.98483271;       8.42340753;     -31.38153026;      84.88546992;      50.92220973;
      49.71000000;       5.98544238;       8.42696961;     -31.38659341;      84.87602088;      50.95006398;
      49.72000000;       5.98605205;       8.42518857;     -31.38659341;      84.92326609;      50.92220973;
      49.73000000;       5.98849073;       8.42518857;     -31.38659341;      84.93271513;      50.91292498;
      49.74000000;       5.98849073;       8.42696961;     -31.39671971;      84.88546992;      50.95934873;
      49.75000000;       5.98727139;       8.42340753;     -31.39671971;      84.97051130;      50.94077923;
      49.76000000;       5.98788106;       8.42875064;     -31.40178286;      84.94216417;      50.96863348;
      49.77000000;       5.98971007;       8.42875064;     -31.40178286;      84.97051130;      50.99648773;
      49.78000000;       5.98849073;       8.43409375;     -31.40178286;      84.97051130;      50.97791823;
      49.79000000;       5.98849073;       8.43409375;     -31.40684601;      84.96106226;      50.99648773;
      49.80000000;       5.98971007;       8.42696961;     -31.40684601;      84.99885843;      50.98720298;
      49.81000000;       5.99031974;       8.43053168;     -31.41697232;      85.00830747;      50.99648773;
      49.82000000;       5.99092941;       8.43409375;     -31.42203547;      84.97051130;      50.99648773;
      49.83000000;       5.99275843;       8.43053168;     -31.42709862;      85.04610364;      51.00577248;
      49.84000000;       5.99275843;       8.43587478;     -31.42709862;      85.04610364;      51.02434198;
      49.85000000;       5.99214876;       8.43053168;     -31.43216177;      85.03665460;      51.03362673;
      49.86000000;       5.99214876;       8.43587478;     -31.43216177;      85.03665460;      51.02434198;
      49.87000000;       5.99397777;       8.43587478;     -31.43216177;      85.05555268;      51.06148098;
      49.88000000;       5.99397777;       8.43409375;     -31.43722492;      85.06500172;      51.04291148;
      49.89000000;       5.99458744;       8.44121789;     -31.43722492;      85.07445076;      51.07076573;
      49.90000000;       5.99519711;       8.43587478;     -31.43722492;      85.07445076;      51.07076573;
      49.91000000;       5.99519711;       8.43765582;     -31.44228807;      85.10279789;      51.07076573;
      49.92000000;       5.99458744;       8.43587478;     -31.44228807;      85.08389981;      51.08005048;
      49.93000000;       5.99641645;       8.43587478;     -31.44228807;      85.10279789;      51.06148098;
      49.94000000;       5.99702612;       8.44121789;     -31.44735123;      85.12169597;      51.07076573;
      49.95000000;       5.99763579;       8.43765582;     -31.45241438;      85.15004310;      51.08933523;
      49.96000000;       5.99763579;       8.44121789;     -31.45241438;      85.12169597;      51.07076573;
      49.97000000;       5.99763579;       8.44121789;     -31.45747753;      85.14059406;      51.10790472;
      49.98000000;       5.99702612;       8.44477996;     -31.45747753;      85.15949214;      51.10790472;
      49.99000000;       5.99824546;       8.44477996;     -31.45747753;      85.15004310;      51.12647422;
      50.00000000;       5.99946480;       8.44299893;     -31.46254068;      85.17839023;      51.14504372;
      50.01000000;       5.99946480;       8.44477996;     -31.46254068;      85.18783927;      51.12647422;
      50.02000000;       5.99885513;       8.45190410;     -31.46760383;      85.16894119;      51.11718947;
      50.03000000;       5.99946480;       8.44299893;     -31.46760383;      85.18783927;      51.15432847;
      50.04000000;       6.00007448;       8.44299893;     -31.46760383;      85.17839023;      51.14504372;
      50.05000000;       5.99946480;       8.44656100;     -31.47266698;      85.21618640;      51.17289797;
      50.06000000;       6.00007448;       8.44477996;     -31.47266698;      85.21618640;      51.15432847;
      50.07000000;       6.00007448;       8.45012307;     -31.47773013;      85.20673735;      51.15432847;
      50.08000000;       6.00007448;       8.44656100;     -31.47773013;      85.20673735;      51.17289797;
      50.09000000;       6.00068415;       8.44656100;     -31.47773013;      85.24453352;      51.17289797;
      50.10000000;       5.99946480;       8.44834203;     -31.48279329;      85.26343161;      51.19146747;
      50.11000000;       6.00251316;       8.45190410;     -31.48279329;      85.23508448;      51.18218272;
      50.12000000;       6.00129382;       8.45190410;     -31.48785644;      85.26343161;      51.19146747;
      50.13000000;       6.00312283;       8.44834203;     -31.48785644;      85.25398256;      51.19146747;
      50.14000000;       6.00190349;       8.45012307;     -31.48785644;      85.26343161;      51.20075222;
      50.15000000;       6.00373250;       8.45012307;     -31.49291959;      85.26343161;      51.20075222;
      50.16000000;       6.00312283;       8.45190410;     -31.49798274;      85.28232969;      51.20075222;
      50.17000000;       6.00312283;       8.45190410;     -31.49798274;      85.28232969;      51.21003697;
      50.18000000;       6.00251316;       8.45368514;     -31.49798274;      85.28232969;      51.20075222;
      50.19000000;       6.00373250;       8.45546617;     -31.49798274;      85.31067682;      51.22860647;
      50.20000000;       6.00312283;       8.45190410;     -31.49798274;      85.29177873;      51.23789122;
      50.21000000;       6.00495184;       8.45546617;     -31.50304589;      85.30122777;      51.23789122;
      50.22000000;       6.00373250;       8.44834203;     -31.50304589;      85.31067682;      51.22860647;
      50.23000000;       6.00556151;       8.45724721;     -31.50810904;      85.31067682;      51.24717597;
      50.24000000;       6.00556151;       8.45546617;     -31.50810904;      85.32012586;      51.25646072;
      50.25000000;       6.00495184;       8.45190410;     -31.50810904;      85.32957490;      51.26574547;
      50.26000000;       6.00617118;       8.45546617;     -31.50810904;      85.34847299;      51.23789122;
      50.27000000;       6.00617118;       8.45368514;     -31.51317219;      85.35792203;      51.26574547;
      50.28000000;       6.00739052;       8.45902825;     -31.51317219;      85.36737107;      51.25646072;
      50.29000000;       6.00678085;       8.45724721;     -31.51317219;      85.35792203;      51.27503022;
      50.30000000;       6.00617118;       8.45546617;     -31.51823535;      85.33902394;      51.26574547;
      50.31000000;       6.00678085;       8.45724721;     -31.52329850;      85.35792203;      51.27503022;
      50.32000000;       6.00678085;       8.45902825;     -31.52329850;      85.36737107;      51.28431497;
      50.33000000;       6.00739052;       8.45724721;     -31.52329850;      85.37682011;      51.29359972;
      50.34000000;       6.00739052;       8.46080928;     -31.52329850;      85.38626915;      51.28431497;
      50.35000000;       6.00739052;       8.45724721;     -31.52329850;      85.37682011;      51.31216922;
      50.36000000;       6.00739052;       8.45546617;     -31.52329850;      85.39571820;      51.30288447;
      50.37000000;       6.00800020;       8.45724721;     -31.52836165;      85.38626915;      51.31216922;
      50.38000000;       6.00860987;       8.46080928;     -31.52836165;      85.40516724;      51.29359972;
      50.39000000;       6.00860987;       8.45546617;     -31.52836165;      85.39571820;      51.31216922;
      50.40000000;       6.00800020;       8.45902825;     -31.52836165;      85.41461628;      51.33073872;
      50.41000000;       6.00860987;       8.45902825;     -31.53342480;      85.40516724;      51.33073872;
      50.42000000;       6.00800020;       8.46080928;     -31.53848795;      85.43351436;      51.30288447;
      50.43000000;       6.00800020;       8.45902825;     -31.53848795;      85.41461628;      51.31216922;
      50.44000000;       6.00739052;       8.45902825;     -31.53848795;      85.42406532;      51.30288447;
      50.45000000;       6.00860987;       8.45902825;     -31.53848795;      85.44296341;      51.33073872;
      50.46000000;       6.00860987;       8.46080928;     -31.53848795;      85.43351436;      51.33073872;
      50.47000000;       6.00921954;       8.45902825;     -31.54355110;      85.46186149;      51.33073872;
      50.48000000;       6.00982921;       8.46615239;     -31.54355110;      85.43351436;      51.34002347;
      50.49000000;       6.00982921;       8.45902825;     -31.54355110;      85.45241245;      51.34930822;
      50.50000000;       6.00921954;       8.46437135;     -31.54355110;      85.46186149;      51.34930822;
      50.51000000;       6.00982921;       8.46259032;     -31.54355110;      85.47131053;      51.35859297;
      50.52000000;       6.00982921;       8.46080928;     -31.54861425;      85.49020862;      51.33073872;
      50.53000000;       6.01043888;       8.46615239;     -31.54861425;      85.44296341;      51.34002347;
      50.54000000;       6.01043888;       8.46259032;     -31.54861425;      85.47131053;      51.34002347;
      50.55000000;       6.00982921;       8.45902825;     -31.54861425;      85.48075958;      51.35859297;
      50.56000000;       6.01043888;       8.46259032;     -31.55367740;      85.47131053;      51.37716247;
      50.57000000;       6.01043888;       8.46259032;     -31.55367740;      85.47131053;      51.34930822;
      50.58000000;       6.01104855;       8.46080928;     -31.55367740;      85.50910670;      51.36787772;
      50.59000000;       6.01165822;       8.46615239;     -31.55367740;      85.50910670;      51.35859297;
      50.60000000;       6.01165822;       8.46437135;     -31.55367740;      85.49020862;      51.37716247;
      50.61000000;       6.01226789;       8.46259032;     -31.55874056;      85.48075958;      51.36787772;
      50.62000000;       6.00982921;       8.46259032;     -31.55367740;      85.49965766;      51.36787772;
      50.63000000;       6.01165822;       8.46437135;     -31.55874056;      85.51855574;      51.39573197;
      50.64000000;       6.01104855;       8.46615239;     -31.55874056;      85.50910670;      51.38644722;
      50.65000000;       6.01104855;       8.46793342;     -31.55874056;      85.51855574;      51.39573197;
      50.66000000;       6.01104855;       8.46615239;     -31.56380371;      85.49965766;      51.37716247;
      50.67000000;       6.01226789;       8.46971446;     -31.56380371;      85.50910670;      51.40501671;
      50.68000000;       6.01226789;       8.46615239;     -31.56380371;      85.49965766;      51.40501671;
      50.69000000;       6.01104855;       8.46793342;     -31.55874056;      85.51855574;      51.39573197;
      50.70000000;       6.01043888;       8.46971446;     -31.56380371;      85.50910670;      51.41430146;
      50.71000000;       6.01226789;       8.47149549;     -31.56380371;      85.52800479;      51.41430146;
      50.72000000;       6.01287756;       8.46615239;     -31.56380371;      85.52800479;      51.44215571;
      50.73000000;       6.01348723;       8.46259032;     -31.56380371;      85.54690287;      51.40501671;
      50.74000000;       6.01287756;       8.46793342;     -31.56380371;      85.51855574;      51.41430146;
      50.75000000;       6.01287756;       8.46437135;     -31.56886686;      85.52800479;      51.41430146;
      50.76000000;       6.01226789;       8.46793342;     -31.56886686;      85.54690287;      51.42358621;
      50.77000000;       6.01287756;       8.46615239;     -31.56886686;      85.52800479;      51.43287096;
      50.78000000;       6.01287756;       8.46615239;     -31.57393001;      85.55635191;      51.45144046;
      50.79000000;       6.01287756;       8.46437135;     -31.57393001;      85.56580095;      51.44215571;
      50.80000000;       6.01287756;       8.46971446;     -31.57899316;      85.57525000;      51.40501671;
      50.81000000;       6.01287756;       8.46793342;     -31.57899316;      85.59414808;      51.43287096;
      50.82000000;       6.01348723;       8.46437135;     -31.57899316;      85.54690287;      51.45144046;
      50.83000000;       6.01409690;       8.46437135;     -31.57899316;      85.56580095;      51.44215571;
      50.84000000;       6.01287756;       8.46615239;     -31.57899316;      85.57525000;      51.42358621;
      50.85000000;       6.01409690;       8.47149549;     -31.58405631;      85.55635191;      51.42358621;
      50.86000000;       6.01226789;       8.46615239;     -31.58405631;      85.54690287;      51.46072521;
      50.87000000;       6.01348723;       8.46971446;     -31.58405631;      85.56580095;      51.43287096;
      50.88000000;       6.01287756;       8.46971446;     -31.58405631;      85.56580095;      51.45144046;
      50.89000000;       6.01348723;       8.46080928;     -31.58405631;      85.60359712;      51.44215571;
      50.90000000;       6.01348723;       8.47149549;     -31.58405631;      85.59414808;      51.46072521;
      50.91000000;       6.01348723;       8.46437135;     -31.58405631;      85.56580095;      51.47929471;
      50.92000000;       6.01409690;       8.46971446;     -31.58405631;      85.58469904;      51.45144046;
      50.93000000;       6.01409690;       8.46971446;     -31.58405631;      85.59414808;      51.45144046;
      50.94000000;       6.01409690;       8.47327653;     -31.58405631;      85.61304617;      51.47000996;
      50.95000000;       6.01348723;       8.46971446;     -31.58911946;      85.61304617;      51.47929471;
      50.96000000;       6.01409690;       8.47505757;     -31.58911946;      85.57525000;      51.45144046;
      50.97000000;       6.01470657;       8.46971446;     -31.59418262;      85.55635191;      51.47000996;
      50.98000000;       6.01409690;       8.46971446;     -31.59418262;      85.61304617;      51.47929471;
      50.99000000;       6.01348723;       8.46793342;     -31.59418262;      85.59414808;      51.47000996;
      51.00000000;       6.01409690;       8.46971446;     -31.59418262;      85.60359712;      51.48857946;
      51.01000000;       6.01470657;       8.46793342;     -31.59418262;      85.61304617;      51.49786421;
      51.02000000;       6.01409690;       8.46971446;     -31.59418262;      85.61304617;      51.45144046;
      51.03000000;       6.01531624;       8.47327653;     -31.59924577;      85.59414808;      51.46072521;
      51.04000000;       6.01470657;       8.46793342;     -31.59924577;      85.59414808;      51.47000996;
      51.05000000;       6.01409690;       8.47149549;     -31.59924577;      85.60359712;      51.48857946;
      51.06000000;       6.01287756;       8.46971446;     -31.59924577;      85.60359712;      51.47000996;
      51.07000000;       6.01531624;       8.46971446;     -31.59924577;      85.62249521;      51.47000996;
      51.08000000;       6.01592591;       8.47149549;     -31.59924577;      85.60359712;      51.48857946;
      51.09000000;       6.01592591;       8.47327653;     -31.59924577;      85.64139329;      51.50714896;
      51.10000000;       6.01470657;       8.47149549;     -31.59924577;      85.63194425;      51.47000996;
      51.11000000;       6.01592591;       8.46793342;     -31.59924577;      85.62249521;      51.46072521;
      51.12000000;       6.01531624;       8.47327653;     -31.59924577;      85.63194425;      51.47929471;
      51.13000000;       6.01592591;       8.47149549;     -31.59924577;      85.62249521;      51.49786421;
      51.14000000;       6.01531624;       8.46971446;     -31.60430892;      85.61304617;      51.48857946;
      51.15000000;       6.01653559;       8.47327653;     -31.60430892;      85.64139329;      51.47929471;
      51.16000000;       6.01470657;       8.46971446;     -31.60430892;      85.61304617;      51.47929471;
      51.17000000;       6.01592591;       8.47505757;     -31.60430892;      85.63194425;      51.49786421;
      51.18000000;       6.01470657;       8.47327653;     -31.60430892;      85.60359712;      51.51643371;
      51.19000000;       6.01531624;       8.47505757;     -31.60430892;      85.61304617;      51.47929471;
      51.20000000;       6.01470657;       8.46971446;     -31.60430892;      85.63194425;      51.47000996;
      51.21000000;       6.01531624;       8.47505757;     -31.60937207;      85.63194425;      51.50714896;
      51.22000000;       6.01470657;       8.47505757;     -31.60937207;      85.64139329;      51.51643371;
      51.23000000;       6.01531624;       8.47505757;     -31.60937207;      85.65084233;      51.50714896;
      51.24000000;       6.01531624;       8.47505757;     -31.61443522;      85.65084233;      51.51643371;
      51.25000000;       6.01592591;       8.47327653;     -31.61443522;      85.63194425;      51.50714896;
      51.26000000;       6.01714526;       8.46971446;     -31.60937207;      85.65084233;      51.48857946;
      51.27000000;       6.01714526;       8.47327653;     -31.61443522;      85.64139329;      51.50714896;
      51.28000000;       6.01531624;       8.47505757;     -31.61443522;      85.65084233;      51.52571846;
      51.29000000;       6.01653559;       8.46971446;     -31.61443522;      85.65084233;      51.52571846;
      51.30000000;       6.01592591;       8.46971446;     -31.61443522;      85.65084233;      51.51643371;
      51.31000000;       6.01592591;       8.47327653;     -31.61949837;      85.64139329;      51.52571846;
      51.32000000;       6.01531624;       8.46971446;     -31.61949837;      85.64139329;      51.52571846;
      51.33000000;       6.01592591;       8.47327653;     -31.61949837;      85.65084233;      51.53500321;
      51.34000000;       6.01653559;       8.47327653;     -31.61949837;      85.63194425;      51.51643371;
      51.35000000;       6.01592591;       8.47327653;     -31.62456152;      85.66029138;      51.53500321;
      51.36000000;       6.01531624;       8.47683860;     -31.62456152;      85.65084233;      51.53500321;
      51.37000000;       6.01714526;       8.47505757;     -31.62456152;      85.66029138;      51.53500321;
      51.38000000;       6.01592591;       8.47149549;     -31.62456152;      85.66029138;      51.52571846;
      51.39000000;       6.01653559;       8.47149549;     -31.62962468;      85.65084233;      51.52571846;
      51.40000000;       6.01531624;       8.47327653;     -31.62962468;      85.68863850;      51.53500321;
      51.41000000;       6.01653559;       8.47683860;     -31.62962468;      85.66974042;      51.53500321;
      51.42000000;       6.01592591;       8.46971446;     -31.62962468;      85.65084233;      51.52571846;
      51.43000000;       6.01714526;       8.47327653;     -31.63468783;      85.66974042;      51.55357271;
      51.44000000;       6.01531624;       8.47683860;     -31.63468783;      85.66974042;      51.54428796;
      51.45000000;       6.01714526;       8.47683860;     -31.63468783;      85.66974042;      51.53500321;
      51.46000000;       6.01653559;       8.47505757;     -31.63468783;      85.65084233;      51.53500321;
      51.47000000;       6.01714526;       8.47327653;     -31.63468783;      85.66974042;      51.53500321;
      51.48000000;       6.01592591;       8.47149549;     -31.63468783;      85.66974042;      51.52571846;
      51.49000000;       6.01592591;       8.47505757;     -31.63468783;      85.66029138;      51.54428796;
      51.50000000;       6.01531624;       8.47327653;     -31.63468783;      85.66029138;      51.55357271;
      51.51000000;       6.01653559;       8.47505757;     -31.63468783;      85.64139329;      51.56285746;
      51.52000000;       6.01592591;       8.47327653;     -31.63975098;      85.65084233;      51.55357271;
      51.53000000;       6.01775493;       8.47327653;     -31.63975098;      85.66974042;      51.54428796;
      51.54000000;       6.01653559;       8.47683860;     -31.63975098;      85.66974042;      51.53500321;
      51.55000000;       6.01592591;       8.47683860;     -31.63975098;      85.70753659;      51.55357271;
      51.56000000;       6.01592591;       8.47683860;     -31.63975098;      85.67918946;      51.55357271;
      51.57000000;       6.01653559;       8.47505757;     -31.63975098;      85.64139329;      51.54428796;
