


Company:;
SerialNumber:;
ManufacturerID:;
Project:;Super Tech Project
AttendantName:;
AttendantMail:;
UserName:;
UserMail:;
UserLogin:;SuperTechLogin
Description0:;Cool measurements
Configuration application:;V66.66.66
ConfigurationFile:;/path/to/cool/configfile
ConfigurationFileCreation:;2012-07-11 12:43:24


\Data:
Time_100Hz;P_cyl;F_cyl;L_cyl;Fc1_cal;Fc2_cal;
;11447746;11410572;11120448;11410106;11410098;
(s);(bar);(uN);(m);(mN);(mN);

      99.70000000;       8.70457383;      15.28039432;     -48.44435048;     151.51066594;      97.26239548;
      99.71000000;       8.70457383;      15.28039432;     -48.44941363;     151.53901306;      97.29953448;
      99.72000000;       8.70396416;      15.28929950;     -48.45953993;     151.58625828;      97.31810398;
      99.73000000;       8.70457383;      15.29464261;     -48.46460308;     151.60515636;      97.34595823;
      99.74000000;       8.70457383;      15.29642364;     -48.47472938;     151.64295253;      97.34595823;
      99.75000000;       8.70518350;      15.29820468;     -48.47979254;     151.69019774;      97.38309723;
      99.76000000;       8.70518350;      15.30354778;     -48.48485569;     151.69019774;      97.42023623;
      99.77000000;       8.70518350;      15.30354778;     -48.49498199;     151.73744295;      97.43880573;
      99.78000000;       8.70518350;      15.31423400;     -48.50510829;     151.75634103;      97.42952098;
      99.79000000;       8.70579317;      15.30889089;     -48.51017144;     151.78468816;      97.45737523;
      99.80000000;       8.70518350;      15.31601503;     -48.52029775;     151.81303529;      97.46665998;
      99.81000000;       8.70640284;      15.32313917;     -48.52536090;     151.84138241;      97.50379898;
      99.82000000;       8.70762218;      15.32848228;     -48.53548720;     151.84138241;      97.54093798;
      99.83000000;       8.70640284;      15.32848228;     -48.54055035;     151.88862762;      97.55950747;
      99.84000000;       8.70762218;      15.33204435;     -48.54561350;     151.91697475;      97.56879222;
      99.85000000;       8.70823185;      15.33738746;     -48.55067665;     151.97366900;      97.58736172;
      99.86000000;       8.71067054;      15.34094953;     -48.56080296;     151.96421996;      97.59664647;
      99.87000000;       8.70823185;      15.34629264;     -48.57092926;     151.98311804;      97.63378547;
      99.88000000;       8.71006086;      15.34807367;     -48.57599241;     152.02091421;      97.64307022;
      99.89000000;       8.70945119;      15.34985471;     -48.57599241;     152.09650655;      97.65235497;
      99.90000000;       8.71006086;      15.35519781;     -48.58105556;     152.10595559;      97.68949397;
      99.91000000;       8.71006086;      15.36054092;     -48.59118187;     152.15320080;      97.69877872;
      99.92000000;       8.71006086;      15.36054092;     -48.60130817;     152.16264984;      97.73591772;
      99.93000000;       8.71006086;      15.36410299;     -48.60637132;     152.16264984;      97.72663297;
      99.94000000;       8.71067054;      15.36944610;     -48.61649762;     152.21934410;      97.75448722;
      99.95000000;       8.71249955;      15.37122713;     -48.62662393;     152.21934410;      97.80091097;
      99.96000000;       8.71188988;      15.37657024;     -48.63168708;     152.27603835;      97.81948047;
      99.97000000;       8.71128021;      15.38191335;     -48.63675023;     152.29493643;      97.84733472;
      99.98000000;       8.71310922;      15.38191335;     -48.64181338;     152.29493643;      97.84733472;
      99.99000000;       8.71188988;      15.38725645;     -48.65193968;     152.35163069;      97.85661946;
     100.00000000;       8.71188988;      15.39081852;     -48.65700283;     152.39887590;      97.89375846;
     100.01000000;       8.71310922;      15.39438060;     -48.66712914;     152.42722302;      97.91232796;
     100.02000000;       8.71310922;      15.40150474;     -48.66712914;     152.45557015;      97.94946696;
     100.03000000;       8.71188988;      15.40506681;     -48.67725544;     152.42722302;      97.94946696;
     100.04000000;       8.71310922;      15.40684784;     -48.68231859;     152.48391728;      97.98660596;
     100.05000000;       8.71432856;      15.40684784;     -48.69244489;     152.51226440;      97.99589071;
     100.06000000;       8.71371889;      15.41219095;     -48.70257120;     152.55950961;      98.03302971;
     100.07000000;       8.71432856;      15.41575302;     -48.70763435;     152.58785674;      98.01446021;
     100.08000000;       8.71432856;      15.42643924;     -48.71269750;     152.63510195;      98.06088396;
     100.09000000;       8.71432856;      15.42822027;     -48.71776065;     152.65400004;      98.04231446;
     100.10000000;       8.71432856;      15.43000131;     -48.72282380;     152.67289812;      98.09802296;
     100.11000000;       8.71432856;      15.43356338;     -48.73295011;     152.72959237;      98.14444671;
     100.12000000;       8.71737691;      15.43356338;     -48.73801326;     152.74849046;      98.15373146;
     100.13000000;       8.71493823;      15.44068752;     -48.75320271;     152.75793950;      98.15373146;
     100.14000000;       8.71554790;      15.44603063;     -48.75826586;     152.81463375;      98.18158570;
     100.15000000;       8.71554790;      15.45315477;     -48.76839216;     152.84298088;      98.20015520;
     100.16000000;       8.71554790;      15.45137373;     -48.77851847;     152.84298088;      98.22800945;
     100.17000000;       8.71676724;      15.45671684;     -48.78358162;     152.89967513;      98.24657895;
     100.18000000;       8.71676724;      15.46740305;     -48.79370792;     152.92802226;      98.25586370;
     100.19000000;       8.71676724;      15.46562202;     -48.79877107;     152.92802226;      98.27443320;
     100.20000000;       8.71676724;      15.47096512;     -48.80383422;     152.98471651;      98.31157220;
     100.21000000;       8.71676724;      15.47987030;     -48.81396053;     153.00361459;      98.33942645;
     100.22000000;       8.71615757;      15.48165134;     -48.82408683;     153.06030885;      98.35799595;
     100.23000000;       8.71615757;      15.48343237;     -48.82914998;     153.07920693;      98.36728070;
     100.24000000;       8.71676724;      15.48521341;     -48.83927628;     153.09810502;      98.39513495;
     100.25000000;       8.71737691;      15.49589962;     -48.84940259;     153.16424831;      98.45084345;
     100.26000000;       8.71615757;      15.50124273;     -48.85952889;     153.22094256;      98.46012820;
     100.27000000;       8.71859625;      15.49768066;     -48.86965519;     153.22094256;      98.49726719;
     100.28000000;       8.71737691;      15.50836687;     -48.87978150;     153.24928969;      98.50655194;
     100.29000000;       8.71737691;      15.51549101;     -48.88484465;     153.28708586;      98.54369094;
     100.30000000;       8.71737691;      15.51905308;     -48.89497095;     153.31543298;      98.54369094;
     100.31000000;       8.71859625;      15.52083412;     -48.90003410;     153.36267819;      98.57154519;
     100.32000000;       8.71737691;      15.52261515;     -48.91016040;     153.40047436;      98.58082994;
     100.33000000;       8.71798658;      15.52795826;     -48.91522356;     153.42882149;      98.63653844;
     100.34000000;       8.71737691;      15.53152033;     -48.92534986;     153.47606670;      98.64582319;
     100.35000000;       8.71798658;      15.54220654;     -48.93041301;     153.48551574;      98.68296219;
     100.36000000;       8.71737691;      15.54220654;     -48.94053931;     153.55165904;      98.68296219;
     100.37000000;       8.71615757;      15.54754965;     -48.94560246;     153.58945521;      98.72938594;
     100.38000000;       8.71798658;      15.55645483;     -48.96079192;     153.63670042;      98.75724019;
     100.39000000;       8.71920593;      15.55645483;     -48.96585507;     153.66504754;      98.78509443;
     100.40000000;       8.71737691;      15.56179794;     -48.97598137;     153.67449658;      98.77580969;
     100.41000000;       8.71798658;      15.56536001;     -48.98610768;     153.72174180;      98.82223343;
     100.42000000;       8.71676724;      15.56714104;     -48.99623398;     153.75953796;      98.85008768;
     100.43000000;       8.71737691;      15.57782726;     -49.00129713;     153.78788509;      98.88722668;
     100.44000000;       8.71798658;      15.57426518;     -49.01142343;     153.84457934;      98.89651143;
     100.45000000;       8.71798658;      15.58138933;     -49.02154973;     153.88237551;      98.94293518;
     100.46000000;       8.71676724;      15.58851347;     -49.03167604;     153.90127360;      98.92436568;
     100.47000000;       8.71798658;      15.59385658;     -49.04180234;     153.94851881;      98.97078943;
     100.48000000;       8.71676724;      15.59385658;     -49.04686549;     153.98631497;      98.98007418;
     100.49000000;       8.71798658;      15.59919968;     -49.05699179;     154.01466210;      99.01721318;
     100.50000000;       8.71676724;      15.60632382;     -49.06205495;     154.05245827;      99.03578268;
     100.51000000;       8.71737691;      15.60988589;     -49.06711810;     154.09025444;      99.06363693;
     100.52000000;       8.71676724;      15.61166693;     -49.07218125;     154.14694869;      99.09149117;
     100.53000000;       8.71798658;      15.61344797;     -49.08230755;     154.16584678;      99.08220643;
     100.54000000;       8.71798658;      15.61879107;     -49.09749701;     154.21309199;      99.13791492;
     100.55000000;       8.71737691;      15.62235314;     -49.10256016;     154.24143911;      99.15648442;
     100.56000000;       8.71615757;      15.63125832;     -49.11268646;     154.26978624;      99.19362342;
     100.57000000;       8.71798658;      15.63303936;     -49.12787591;     154.31703145;      99.23076242;
     100.58000000;       8.71676724;      15.63838246;     -49.13293907;     154.37372570;      99.21219292;
     100.59000000;       8.71798658;      15.63660143;     -49.13800222;     154.41152187;      99.27718617;
     100.60000000;       8.71798658;      15.64728764;     -49.14812852;     154.42097091;      99.28647092;
     100.61000000;       8.71737691;      15.64728764;     -49.15825482;     154.43041995;      99.32360992;
     100.62000000;       8.71859625;      15.65084971;     -49.16331797;     154.51546133;      99.31432517;
     100.63000000;       8.71798658;      15.64906868;     -49.17344428;     154.56270654;      99.34217942;
     100.64000000;       8.71737691;      15.65619282;     -49.18357058;     154.54380846;      99.39788792;
     100.65000000;       8.71615757;      15.65797385;     -49.19369688;     154.61940080;      99.39788792;
     100.66000000;       8.71737691;      15.66331696;     -49.20382319;     154.63829888;      99.41645741;
     100.67000000;       8.71676724;      15.66687903;     -49.20888634;     154.69499313;      99.46288116;
     100.68000000;       8.71859625;      15.67044110;     -49.21901264;     154.70444218;      99.48145066;
     100.69000000;       8.71737691;      15.67934628;     -49.22407579;     154.74223834;      99.50002016;
     100.70000000;       8.71676724;      15.67756524;     -49.23420209;     154.78948356;      99.53715916;
     100.71000000;       8.71737691;      15.67934628;     -49.24432840;     154.81783068;      99.55572866;
     100.72000000;       8.71798658;      15.68825146;     -49.25445470;     154.85562685;      99.57429816;
     100.73000000;       8.71676724;      15.69003249;     -49.25951785;     154.90287206;      99.58358291;
     100.74000000;       8.71676724;      15.69359456;     -49.26964415;     154.89342302;      99.62072191;
     100.75000000;       8.71676724;      15.69537560;     -49.27977046;     154.95011727;      99.64857616;
     100.76000000;       8.71676724;      15.70249974;     -49.28989676;     154.99736248;      99.66714566;
     100.77000000;       8.71615757;      15.70249974;     -49.29495991;     155.03515865;      99.67643041;
     100.78000000;       8.71737691;      15.70428078;     -49.30508621;     155.03515865;      99.73213890;
     100.79000000;       8.71615757;      15.71140492;     -49.31014936;     155.06350578;      99.75070840;
     100.80000000;       8.71676724;      15.71318596;     -49.31521252;     155.10130195;      99.76927790;
     100.81000000;       8.71737691;      15.72031010;     -49.32027567;     155.13909811;      99.78784740;
     100.82000000;       8.71737691;      15.71674803;     -49.33040197;     155.17689428;      99.78784740;
     100.83000000;       8.71615757;      15.72743424;     -49.34052827;     155.22413949;      99.79713215;
     100.84000000;       8.71676724;      15.72921528;     -49.34559142;     155.25248662;      99.81570165;
     100.85000000;       8.71676724;      15.73277735;     -49.35571773;     155.26193566;      99.87141015;
     100.86000000;       8.71798658;      15.73455838;     -49.36584403;     155.29973183;      99.88069490;
     100.87000000;       8.71676724;      15.73812045;     -49.37090718;     155.33752800;      99.89926440;
     100.88000000;       8.71737691;      15.74168252;     -49.38103348;     155.35642608;      99.91783390;
     100.89000000;       8.71798658;      15.74524460;     -49.39622294;     155.39422225;      99.94568815;
     100.90000000;       8.71737691;      15.74702563;     -49.40128609;     155.41312034;      99.96425765;
     100.91000000;       8.71737691;      15.75236874;     -49.40634924;     155.46036555;      99.98282715;
     100.92000000;       8.71737691;      15.75414977;     -49.41141239;     155.48871267;     100.01068140;
     100.93000000;       8.71676724;      15.75593081;     -49.41647554;     155.48871267;     100.01996614;
     100.94000000;       8.71737691;      15.75593081;     -49.43166500;     155.53595788;     100.05710514;
     100.95000000;       8.71798658;      15.76127391;     -49.43672815;     155.56430501;     100.06638989;
     100.96000000;       8.71737691;      15.76661702;     -49.44179130;     155.62099926;     100.09424414;
     100.97000000;       8.71920593;      15.76661702;     -49.45191760;     155.61155022;     100.11281364;
     100.98000000;       8.71798658;      15.76839806;     -49.46204391;     155.63989735;     100.14066789;
     100.99000000;       8.71859625;      15.77374116;     -49.46710706;     155.66824447;     100.14066789;
     101.00000000;       8.71798658;      15.77374116;     -49.47723336;     155.72493873;     100.16852214;
     101.01000000;       8.71920593;      15.77908427;     -49.48229651;     155.75328585;     100.19637639;
     101.02000000;       8.71798658;      15.78264634;     -49.49242282;     155.77218394;     100.20566114;
     101.03000000;       8.71859625;      15.78442738;     -49.49748597;     155.79108202;     100.22423064;
     101.04000000;       8.71798658;      15.79155152;     -49.50254912;     155.84777627;     100.25208489;
     101.05000000;       8.71920593;      15.79333255;     -49.51267542;     155.84777627;     100.25208489;
     101.06000000;       8.71920593;      15.79511359;     -49.51773857;     155.86667436;     100.27993914;
     101.07000000;       8.71920593;      15.80045670;     -49.52786487;     155.89502148;     100.31707814;
     101.08000000;       8.71920593;      15.80401877;     -49.53799118;     155.93281765;     100.34493238;
     101.09000000;       8.71981560;      15.80045670;     -49.54305433;     155.96116478;     100.33564763;
     101.10000000;       8.71981560;      15.80401877;     -49.54811748;     155.97061382;     100.34493238;
     101.11000000;       8.72103494;      15.80758084;     -49.55318063;     155.99896095;     100.37278663;
     101.12000000;       8.72042527;      15.81292395;     -49.56330693;     156.01785903;     100.41921038;
     101.13000000;       8.72164461;      15.81470498;     -49.56837009;     156.04620616;     100.40992563;
     101.14000000;       8.72103494;      15.81292395;     -49.57849639;     156.08400233;     100.42849513;
     101.15000000;       8.72164461;      15.82182912;     -49.58862269;     156.10290041;     100.46563413;
     101.16000000;       8.72225428;      15.82361016;     -49.59368584;     156.15014562;     100.46563413;
     101.17000000;       8.72103494;      15.82182912;     -49.60381215;     156.14069658;     100.47491888;
     101.18000000;       8.72225428;      15.82717223;     -49.60887530;     156.19739083;     100.50277313;
     101.19000000;       8.72225428;      15.82895326;     -49.61393845;     156.19739083;     100.53062738;
     101.20000000;       8.72225428;      15.82895326;     -49.62406475;     156.24463604;     100.53062738;
     101.21000000;       8.72225428;      15.83607741;     -49.62912790;     156.26353413;     100.58633588;
     101.22000000;       8.72347362;      15.83963948;     -49.63419105;     156.32022838;     100.56776638;
     101.23000000;       8.72225428;      15.83963948;     -49.63925421;     156.30133030;     100.62347488;
     101.24000000;       8.72286395;      15.84320155;     -49.64938051;     156.30133030;     100.60490538;
     101.25000000;       8.72347362;      15.84320155;     -49.65444366;     156.35802455;     100.65132912;
     101.26000000;       8.72347362;      15.84498258;     -49.65950681;     156.39582072;     100.64204437;
     101.27000000;       8.72286395;      15.84676362;     -49.66963311;     156.41471880;     100.65132912;
     101.28000000;       8.72347362;      15.85032569;     -49.67469627;     156.43361688;     100.68846812;
     101.29000000;       8.72408329;      15.85566880;     -49.67975942;     156.44306593;     100.70703762;
     101.30000000;       8.72408329;      15.85566880;     -49.68988572;     156.46196401;     100.70703762;
     101.31000000;       8.72408329;      15.86279294;     -49.69494887;     156.50920922;     100.73489187;
     101.32000000;       8.72286395;      15.86279294;     -49.70001202;     156.51865826;     100.73489187;
     101.33000000;       8.72408329;      15.86991708;     -49.71013833;     156.52810731;     100.77203087;
     101.34000000;       8.72469296;      15.86991708;     -49.71520148;     156.60369964;     100.80916987;
     101.35000000;       8.72530263;      15.87169812;     -49.72026463;     156.61314869;     100.80916987;
     101.36000000;       8.72530263;      15.87347915;     -49.72532778;     156.63204677;     100.80916987;
     101.37000000;       8.72652197;      15.88060330;     -49.73039093;     156.66984294;     100.85559362;
     101.38000000;       8.72530263;      15.88416537;     -49.74051723;     156.66984294;     100.87416312;
     101.39000000;       8.72530263;      15.88594640;     -49.75064354;     156.72653719;     100.88344787;
     101.40000000;       8.72652197;      15.89128951;     -49.75570669;     156.76433336;     100.90201737;
     101.41000000;       8.72591230;      15.89128951;     -49.76076984;     156.75488432;     100.91130212;
     101.42000000;       8.72652197;      15.89663262;     -49.77089614;     156.77378240;     100.92987162;
     101.43000000;       8.72652197;      15.90197572;     -49.77595929;     156.82102761;     100.96701061;
     101.44000000;       8.72713164;      15.90197572;     -49.78102244;     156.83992570;     100.97629536;
     101.45000000;       8.72713164;      15.91088090;     -49.79114875;     156.90606899;     101.00414961;
     101.46000000;       8.72591230;      15.91266193;     -49.79621190;     156.89661995;     101.02271911;
     101.47000000;       8.72713164;      15.92156711;     -49.80633820;     156.94386516;     101.04128861;
     101.48000000;       8.72652197;      15.92691022;     -49.81140135;     156.98166133;     101.06914286;
     101.49000000;       8.72713164;      15.93047229;     -49.81646450;     157.00055941;     101.12485136;
     101.50000000;       8.72591230;      15.93225333;     -49.83165396;     157.02890654;     101.12485136;
     101.51000000;       8.72774132;      15.94115850;     -49.84178026;     157.08560079;     101.15270561;
     101.52000000;       8.72530263;      15.94472057;     -49.85190656;     157.09504983;     101.17127511;
     101.53000000;       8.72713164;      15.95362575;     -49.85696972;     157.17064217;     101.19912936;
     101.54000000;       8.72591230;      15.95896886;     -49.86709602;     157.18954025;     101.22698361;
     101.55000000;       8.72591230;      15.96787404;     -49.87722232;     157.23678547;     101.25483786;
     101.56000000;       8.72652197;      15.97677921;     -49.88734862;     157.30292876;     101.28269210;
     101.57000000;       8.72774132;      15.98034128;     -49.89747493;     157.35962301;     101.30126160;
     101.58000000;       8.72591230;      15.99102750;     -49.91266438;     157.40686822;     101.34768535;
     101.59000000;       8.72652197;      15.99458957;     -49.92785384;     157.50135864;     101.38482435;
     101.60000000;       8.72469296;      16.00883785;     -49.94304329;     157.52025673;     101.44053285;
     101.61000000;       8.72469296;      16.01596200;     -49.95316959;     157.61474715;     101.47767185;
     101.62000000;       8.72347362;      16.03199132;     -49.96835905;     157.68089045;     101.48695660;
     101.63000000;       8.72164461;      16.03733442;     -49.98354850;     157.73758470;     101.55194985;
     101.64000000;       8.71981560;      16.04445856;     -49.99873796;     157.83207512;     101.56123460;
     101.65000000;       8.71920593;      16.06048788;     -50.01899056;     157.90766746;     101.64479734;
     101.66000000;       8.71798658;      16.06761203;     -50.03418001;     158.00215788;     101.69122109;
     101.67000000;       8.71737691;      16.07651720;     -50.04936947;     158.06830117;     101.75621434;
     101.68000000;       8.71554790;      16.08898445;     -50.06962207;     158.17224064;     101.81192284;
     101.69000000;       8.71371889;      16.09788963;     -50.09493783;     158.25728201;     101.86763134;
     101.70000000;       8.71249955;      16.11213791;     -50.11519044;     158.34232339;     101.91405508;
     101.71000000;       8.71067054;      16.11926206;     -50.13544304;     158.45571190;     101.94190933;
     101.72000000;       8.70762218;      16.12816723;     -50.16075880;     158.52185519;     102.02547208;
     101.73000000;       8.70762218;      16.13885345;     -50.18607456;     158.67303987;     102.07189583;
     101.74000000;       8.70518350;      16.15132070;     -50.21139031;     158.75808125;     102.16474333;
     101.75000000;       8.70213514;      16.15488277;     -50.23670607;     158.88091879;     102.23902132;
     101.76000000;       8.69908679;      16.16913105;     -50.26202183;     158.97540922;     102.26687557;
     101.77000000;       8.69969646;      16.17803623;     -50.28227443;     159.06045060;     102.35043832;
     101.78000000;       8.69786745;      16.18872244;     -50.31265334;     159.18328814;     102.38757732;
     101.79000000;       8.69603844;      16.19406555;     -50.33796910;     159.30612569;     102.45257057;
     101.80000000;       8.69481910;      16.20653280;     -50.35822170;     159.40061611;     102.53613331;
     101.81000000;       8.69359975;      16.21365694;     -50.38860061;     159.51400462;     102.61969606;
     101.82000000;       8.68933206;      16.22256212;     -50.41897952;     159.58959695;     102.65683506;
     101.83000000;       8.68994173;      16.23146729;     -50.44429528;     159.73133259;     102.71254356;
     101.84000000;       8.68811272;      16.24215351;     -50.46961104;     159.78802684;     102.75896731;
     101.85000000;       8.68933206;      16.25283972;     -50.49492679;     159.92976247;     102.85181480;
     101.86000000;       8.68628371;      16.25818283;     -50.51517940;     160.03370193;     102.87966905;
     101.87000000;       8.68384502;      16.27243111;     -50.53543200;     160.13764140;     102.96323180;
     101.88000000;       8.68201601;      16.27955525;     -50.55568461;     160.24158086;     103.00037080;
     101.89000000;       8.67957733;      16.28846043;     -50.58100037;     160.36441841;     103.07464880;
     101.90000000;       8.67835799;      16.29736561;     -50.60631612;     160.43056170;     103.13035729;
     101.91000000;       8.67835799;      16.30092768;     -50.62150558;     160.53450117;     103.19535054;
     101.92000000;       8.67835799;      16.31161389;     -50.64682133;     160.63844063;     103.21392004;
     101.93000000;       8.67835799;      16.32051907;     -50.66707394;     160.71403297;     103.30676754;
     101.94000000;       8.67652897;      16.33298632;     -50.68226339;     160.79907435;     103.35319129;
     101.95000000;       8.67530963;      16.34011046;     -50.70757915;     160.90301381;     103.38104554;
     101.96000000;       8.67348062;      16.35079667;     -50.72276861;     160.96915710;     103.43675403;
     101.97000000;       8.67348062;      16.35613978;     -50.74302121;     161.05419848;     103.50174728;
     101.98000000;       8.67165161;      16.36682599;     -50.76833697;     161.16758699;     103.58531003;
     101.99000000;       8.67043227;      16.37751221;     -50.78352642;     161.25262837;     103.59459478;
     102.00000000;       8.67043227;      16.38463635;     -50.80377903;     161.32822071;     103.65030328;
     102.01000000;       8.66921293;      16.38997946;     -50.82403163;     161.41326208;     103.71529653;
     102.02000000;       8.66860325;      16.40422774;     -50.83922109;     161.48885442;     103.78028977;
     102.03000000;       8.66982260;      16.41135188;     -50.85441054;     161.57389580;     103.84528302;
     102.04000000;       8.66799358;      16.41491395;     -50.87466315;     161.68728431;     103.85456777;
     102.05000000;       8.66860325;      16.42381913;     -50.89491575;     161.75342760;     103.91027627;
     102.06000000;       8.66738391;      16.43628638;     -50.91516836;     161.81957090;     103.97526952;
     102.07000000;       8.66738391;      16.44519156;     -50.93035781;     161.91406132;     104.02169327;
     102.08000000;       8.66555490;      16.45587777;     -50.95061042;     162.00855174;     104.04026277;
     102.09000000;       8.66677424;      16.45943984;     -50.96579987;     162.09359312;     104.11454076;
     102.10000000;       8.66616457;      16.47368813;     -50.98098933;     162.15973641;     104.17024926;
     102.11000000;       8.66677424;      16.48259330;     -50.99617878;     162.25422683;     104.23524251;
     102.12000000;       8.66616457;      16.49149848;     -51.00630508;     162.32981917;     104.29095101;
     102.13000000;       8.66555490;      16.49327952;     -51.02149454;     162.41486055;     104.30952051;
     102.14000000;       8.66555490;      16.50396573;     -51.04174714;     162.49045289;     104.37451375;
     102.15000000;       8.66494523;      16.51465194;     -51.05693660;     162.56604522;     104.41165275;
     102.16000000;       8.66494523;      16.52355712;     -51.07718920;     162.66998469;     104.45807650;
     102.17000000;       8.66494523;      16.52711919;     -51.09237866;     162.75502607;     104.52306975;
     102.18000000;       8.66494523;      16.53602437;     -51.10756811;     162.84006744;     104.56949350;
     102.19000000;       8.66433556;      16.54492955;     -51.12275757;     162.92510882;     104.64377150;
     102.20000000;       8.66494523;      16.55383473;     -51.14301017;     163.00070116;     104.67162574;
     102.21000000;       8.66494523;      16.56095887;     -51.16326278;     163.07629350;     104.73661899;
     102.22000000;       8.66372589;      16.56808301;     -51.18351538;     163.15188584;     104.76447324;
     102.23000000;       8.66494523;      16.57164508;     -51.19870484;     163.23692721;     104.84803599;
     102.24000000;       8.66372589;      16.58055026;     -51.21895744;     163.33141764;     104.87589024;
     102.25000000;       8.66372589;      16.59123647;     -51.23414690;     163.41645901;     104.94088349;
     102.26000000;       8.66372589;      16.59479854;     -51.24933635;     163.48260231;     104.99659198;
     102.27000000;       8.66372589;      16.60370372;     -51.26958896;     163.57709273;     105.03373098;
     102.28000000;       8.66250655;      16.61438993;     -51.29490471;     163.66213411;     105.09872423;
     102.29000000;       8.66494523;      16.61795200;     -51.31515732;     163.70937932;     105.17300223;
     102.30000000;       8.66494523;      16.61973304;     -51.33540992;     163.81331878;     105.21014123;
     102.31000000;       8.66433556;      16.63220029;     -51.35566253;     163.88891112;     105.22871073;
     102.32000000;       8.66433556;      16.64110547;     -51.37591514;     163.98340154;     105.29370397;
     102.33000000;       8.66494523;      16.63932443;     -51.39616774;     164.03064675;     105.34941247;
     102.34000000;       8.66311622;      16.65179168;     -51.41135720;     164.12513717;     105.39583622;
     102.35000000;       8.66555490;      16.66069686;     -51.43160980;     164.16293334;     105.47011422;
     102.36000000;       8.66677424;      16.66603996;     -51.45186241;     164.26687281;     105.50725322;
     102.37000000;       8.66616457;      16.66960203;     -51.46705186;     164.33301610;     105.53510747;
     102.38000000;       8.66555490;      16.67672618;     -51.47717816;     164.39915940;     105.57224647;
     102.39000000;       8.66677424;      16.68206928;     -51.49236762;     164.45585365;     105.62795496;
     102.40000000;       8.66677424;      16.68741239;     -51.50755707;     164.55979311;     105.66509396;
     102.41000000;       8.66738391;      16.69809860;     -51.52274653;     164.60703832;     105.71151771;
     102.42000000;       8.66921293;      16.69987964;     -51.53793598;     164.65428353;     105.76722621;
     102.43000000;       8.66860325;      16.71056585;     -51.55312543;     164.72987587;     105.80436521;
     102.44000000;       8.66860325;      16.71947103;     -51.57337804;     164.79601916;     105.84150421;
     102.45000000;       8.67043227;      16.72303310;     -51.58350434;     164.84326438;     105.88792796;
     102.46000000;       8.67165161;      16.73015724;     -51.60375695;     164.91885671;     105.91578220;
     102.47000000;       8.67287095;      16.73728138;     -51.61894640;     164.98500001;     105.97149070;
     102.48000000;       8.67348062;      16.74618656;     -51.63413586;     165.04169426;     105.99934495;
     102.49000000;       8.67652897;      16.75152967;     -51.64932531;     165.09838851;     106.04576870;
     102.50000000;       8.67469996;      16.75509174;     -51.66451477;     165.14563372;     106.07362295;
     102.51000000;       8.67530963;      16.76755899;     -51.67464107;     165.22122606;     106.12004670;
     102.52000000;       8.67591930;      16.77290210;     -51.68476737;     165.27792031;     106.17575520;
     102.53000000;       8.67652897;      16.78180727;     -51.69995683;     165.33461457;     106.19432470;
     102.54000000;       8.67835799;      16.78358831;     -51.72020943;     165.39130882;     106.24074844;
     102.55000000;       8.67957733;      16.79249349;     -51.73539889;     165.41965594;     106.28717219;
     102.56000000;       8.67896766;      16.79427452;     -51.75058834;     165.45745211;     106.30574169;
     102.57000000;       8.68201601;      16.80496073;     -51.76577779;     165.54249349;     106.34288069;
     102.58000000;       8.68323535;      16.81208488;     -51.78096725;     165.58973870;     106.38001969;
     102.59000000;       8.68323535;      16.81742798;     -51.79615670;     165.68422912;     106.43572819;
     102.60000000;       8.68445469;      16.82811420;     -51.81134616;     165.72202529;     106.49143669;
     102.61000000;       8.68628371;      16.82633316;     -51.82147246;     165.74092338;     106.48215194;
     102.62000000;       8.68567404;      16.83880041;     -51.83666191;     165.80706667;     106.52857568;
     102.63000000;       8.68567404;      16.83880041;     -51.85691452;     165.86376092;     106.57499943;
     102.64000000;       8.68506436;      16.84592455;     -51.87210397;     165.90155709;     106.62142318;
     102.65000000;       8.68628371;      16.85304869;     -51.88223028;     165.97714943;     106.65856218;
     102.66000000;       8.68628371;      16.86551594;     -51.89741973;     166.01494560;     106.70498593;
     102.67000000;       8.68872239;      16.86373491;     -51.91260918;     166.06219081;     106.71427068;
     102.68000000;       8.68872239;      16.87085905;     -51.92779864;     166.10943602;     106.76069443;
     102.69000000;       8.69116107;      16.87442112;     -51.93792494;     166.18502836;     106.80711818;
     102.70000000;       8.69177074;      16.88510733;     -51.95817755;     166.23227357;     106.85354192;
     102.71000000;       8.69420943;      16.88688837;     -51.97336700;     166.27951878;     106.89996567;
     102.72000000;       8.69359975;      16.89579355;     -51.98855646;     166.36456016;     106.91853517;
     102.73000000;       8.69359975;      16.89401251;     -51.99868276;     166.38345824;     106.95567417;
     102.74000000;       8.69481910;      16.90113665;     -52.01387221;     166.44960154;     107.01138267;
     102.75000000;       8.69420943;      16.90469872;     -52.02399852;     166.48739770;     107.02995217;
     102.76000000;       8.69481910;      16.90826080;     -52.03412482;     166.54409196;     107.09494542;
     102.77000000;       8.69664811;      16.91004183;     -52.04931427;     166.61023525;     107.11351492;
     102.78000000;       8.69603844;      16.91894701;     -52.06450373;     166.66692951;     107.15065391;
     102.79000000;       8.69908679;      16.92429012;     -52.07463003;     166.69527663;     107.15065391;
     102.80000000;       8.69847712;      16.92607115;     -52.08981948;     166.75197088;     107.21564716;
     102.81000000;       8.70091580;      16.93319529;     -52.10500894;     166.81811418;     107.23421666;
