Data info
File name: filename
Start time: 2012-11-05 15:33:41.335
Number of channels: 3
Sample rate: 520
Reduced rate: 0,025


Data1

Time [s]	Quantity1 - 12345678;  [qunit]	Distance - 12345678;  [mm]	Stresslevel& - 12345678;  [kLevel]	
14,825	-0,00024491595	46,608551	0,43923345
14,85	0,0002726363	46,608917	0,43724102
14,875	-0,00027902797	46,609459	0,43509784
14,9	1,6978942E-5	46,610554	0,43304706
14,925	0,00022091763	46,609978	0,43112814
14,95	-0,00013304083	46,611126	0,42958426
14,975	0,00024255924	46,61121	0,42765009
15	-3,8774684E-5	46,617306	0,4257088
15,025	0,00014022319	46,616283	0,42375222
15,05	-0,00047012838	46,621868	0,4220235
15,075	-8,2423445E-5	46,620838	0,4203307
15,1	0,00034673	46,62392	0,41938514
15,125	0,00011454662	46,631359	0,41769052
15,15	0,00011381321	46,633911	0,41591698
15,175	0,00043182727	46,645153	0,41463053
15,2	0,0002664011	46,648769	0,41320324
15,225	0,00026456639	46,646458	0,41192311
15,25	-0,00016825413	46,649189	0,41045094
15,275	0,00013655378	46,652859	0,40883169
15,3	0,00020294543	46,653385	0,40773544
15,325	0,00016406504	46,661076	0,40650102
15,35	0,00032765651	46,663494	0,40551156
15,375	9,6206553E-5	46,670258	0,40406987
15,4	7,1631279E-5	46,671703	0,40300232
15,425	0,00031885318	46,676167	0,40230352
15,45	0,00042889244	46,681591	0,40059453
15,475	0,00034416188	46,679993	0,40002307
15,5	0,00027960492	46,682671	0,39875638
15,525	0,00020441227	46,678814	0,39813828
15,55	0,00017837016	46,685478	0,39691192
15,575	0,00049271481	46,69212	0,39591616
15,6	7,5298361E-5	46,691795	0,3951312
15,625	0,00033645984	46,69809	0,39443415
15,65	-8,5357111E-5	46,692642	0,39329302
15,675	0,00012261653	46,692764	0,39279783
15,7	0,00013692165	46,692684	0,39163521
15,725	0,00022752071	46,696579	0,39101171
15,75	0,00013141986	46,69635	0,39006525
15,775	-0,00020566769	46,696774	0,38955572
15,8	0,00010684459	46,704933	0,38862273
15,825	0,0003016144	46,699924	0,3878324
15,85	0,00068198284	46,703415	0,38711292
15,875	0,0003060149	46,704884	0,38636923
15,9	0,00031041773	46,702915	0,3855699
15,925	-0,00042647962	46,706406	0,38515544
15,95	0,00034489529	46,703979	0,38448712
15,975	9,473972E-5	46,706509	0,38316032
16	0,0002528294	46,704475	0,38296923
16,025	0,00014462369	46,703583	0,38205957
16,05	-6,6283625E-5	46,701572	0,38185951
16,075	-0,0001711878	46,70013	0,38107094
16,1	-0,00023281109	46,706131	0,38070673
16,125	7,9701189E-5	46,704407	0,37948847
16,15	-7,964205E-6	46,707821	0,37926599
16,175	-7,2153285E-5	46,708324	0,37871161
16,2	4,6688132E-5	46,707802	0,37798941
16,225	-3,9875973E-5	46,708496	0,37726098
16,25	0,00014975993	46,708157	0,37674966
16,275	6,9431029E-5	46,708527	0,37626877
16,3	0,00020441227	46,708183	0,37606514
16,325	-0,00021520443	46,708157	0,37552422
16,35	-0,00013414212	46,708977	0,37483346
16,375	-0,00048736949	46,708694	0,37421176
16,4	0,00036433665	46,708927	0,37379369
16,425	-0,00012350408	46,708969	0,37365735
16,45	0,0002924432	46,709103	0,3730644
16,475	-0,000180359	46,709042	0,37270641
16,5	-0,00016605388	46,708935	0,3720668
16,525	0,00010794355	46,709038	0,37188199
16,55	-0,00029956829	46,708988	0,37132847
16,575	-0,00023207767	46,709126	0,37076509
16,6	-0,00024748174	46,708954	0,37055072
16,625	3,3484306E-5	46,708881	0,37004831
16,65	-7,3620118E-5	46,708988	0,36958453
16,675	9,693997E-5	46,709049	0,369371
16,7	7,7500939E-5	46,709	0,36851066
16,725	2,3059547E-6	46,709114	0,3682003
16,75	0,00017030025	46,709217	0,36789617
16,775	-2,5936402E-5	46,709122	0,36782083
16,8	0,00016369717	46,709	0,36759117
16,825	0,00027300417	46,709209	0,36709866
16,85	-7,8022946E-5	46,709042	0,366346
16,875	0,00016736658	46,709179	0,36609659
16,9	-0,00029553333	46,709084	0,36578438
16,925	-0,00024968432	46,709103	0,36562294
16,95	-2,5570858E-5	46,708977	0,36497253
16,975	0,00017396733	46,708969	0,36468726
17	-0,00016421918	46,709095	0,3643921
17,025	0,00040651741	46,709084	0,36383769
17,05	0,00012041628	46,708958	0,36365739
17,075	6,7964196E-5	46,708996	0,36377043
17,1	1,9912608E-5	46,708969	0,36350131
17,125	0,0003195866	46,709053	0,36280426
17,15	9,1806054E-5	46,708988	0,36291638
17,175	-3,9142556E-5	46,708862	0,36256206
17,2	0,00011271192	46,709122	0,36233956
17,225	-3,2171607E-5	46,708958	0,36217719
17,25	-0,00046059163	46,708946	0,36176902
17,275	0,00023375591	46,708988	0,36172774
17,3	-7,8756362E-5	46,708923	0,36158958
17,325	-8,0588739E-5	46,709133	0,3609966
17,35	-9,2693605E-5	46,709229	0,36067721
17,375	-2,6304275E-5	46,709126	0,36068261
17,4	0,00054956856	46,709278	0,36019817
17,425	8,5202977E-5	46,70927	0,36010039
17,45	0,00022788625	46,709312	0,35940242
17,475	-0,00016935542	46,709385	0,35895389
17,5	-6,1883125E-5	46,709488	0,35912797
17,525	0,00019304082	46,709309	0,3587099
17,55	0,00013728719	46,709404	0,35834298
17,575	-0,00036339182	46,709194	0,358125
17,6	0,00028877612	46,709385	0,35801822
17,625	0,00011087954	46,709408	0,3581492
17,65	-6,9219619E-5	46,709354	0,35791865
17,675	0,00012445124	46,709354	0,35719472
17,7	0,00042485748	46,709278	0,35683674
17,725	-4,2947941E-6	46,70948	0,35676765
17,75	0,0001391219	46,709312	0,35683674
17,775	3,3484306E-5	46,709518	0,35670844
17,8	-0,00013414212	46,70948	0,35657477
17,825	0,00014242344	46,709579	0,3560769
17,85	-5,197851E-5	46,709404	0,3562088
17,875	-0,0001939307	46,709549	0,35562029
17,9	0,00023999112	46,709595	0,3557387
17,925	-2,621673E-7	46,709541	0,35518336
17,95	0,00029134424	46,709518	0,35557544
17,975	4,0452927E-5	46,709309	0,35490438
18	-0,00011580205	46,709675	0,35456979
18,025	0,00015966222	46,709606	0,35457337
18,05	-0,00017705746	46,709579	0,35426205
18,075	-0,00040337117	46,709469	0,35381263
18,1	0,00026199827	46,709583	0,35396963
18,125	-5,0511677E-5	46,709499	0,35389966
18,15	-0,00011616992	46,709541	0,35327435
18,175	0,00028107176	46,709728	0,35322952
18,2	-4,3177512E-5	46,709808	0,35292181
18,225	9,5841009E-5	46,709698	0,35300076
18,25	0,00042852573	46,709583	0,35266706
18,275	2,6881229E-5	46,709793	0,3522822
18,3	-0,00024895091	46,709854	0,35242215
18,325	-8,0956612E-5	46,709736	0,35226873
18,35	0,00040395046	46,70998	0,35225976
18,375	0,00010721013	46,709866	0,35173494
18,4	-9,0125483E-5	46,70982	0,35154206
18,425	-8,5724983E-5	46,709934	0,3514066
18,45	0,0003133514	46,709949	0,35124066
18,475	0,00014609052	46,709896	0,35097513
18,5	0,00034122821	46,709969	0,35087913
18,525	0,00029097637	46,709957	0,35077325
18,55	0,00023192121	46,710228	0,35057139
18,575	0,00029904628	46,709991	0,35067099
18,6	7,8234356E-5	46,710033	0,35034445
18,625	0,0002484289	46,710079	0,35024038
18,65	-6,811833E-5	46,709934	0,34971198
18,675	2,468098E-5	46,709904	0,34977567
18,7	0,00019340869	46,710106	0,34971559
18,725	1,2576114E-5	46,709938	0,34939981
18,75	9,1072638E-5	46,710041	0,34975773
18,775	7,3465984E-5	46,709923	0,34897903
18,8	-0,00011470309	46,709904	0,34915671
18,825	4,8522837E-5	46,709988	0,34916025
18,85	3,6785845E-5	46,709927	0,34871709
18,875	-6,1515253E-5	46,710052	0,3484444
18,9	0,00042962586	46,710094	0,34809184
18,925	2,8715935E-5	46,71003	0,34806669
18,95	-0,00032854406	46,710175	0,34810796
18,975	0,00019120844	46,710102	0,34803891
19	2,0646024E-5	46,710052	0,34786397
19,025	8,3002727E-5	46,710163	0,34720638
19,05	-0,00011250051	46,71027	0,34756705
19,075	3,2017473E-5	46,710361	0,34719652
19,1	0,00030088099	46,710121	0,34724227
19,125	0,00013325224	46,710178	0,34676319
19,15	-2,4837442E-5	46,71022	0,34664571
19,175	0,00025613094	46,710217	0,34699106
19,2	0,00027703913	46,710094	0,34631467
19,225	-0,00030323537	46,710239	0,34640527
19,25	0,00010024151	46,7103	0,34578809
19,275	0,00029427791	46,710209	0,34615591
19,3	-3,6939979E-5	46,710278	0,34589213
19,325	8,4469561E-5	46,710251	0,34562841
19,35	-2,1535903E-5	46,710049	0,34549561
19,375	5,6224875E-5	46,710114	0,3452929
19,4	0,00027593784	46,710106	0,34557909
19,425	-0,00012753904	46,710217	0,34523636
19,45	-0,00030507008	46,710163	0,34489277
19,475	-0,00017999113	46,71032	0,3448551
19,5	6,3929241E-5	46,710323	0,34455818
19,525	0,00030051311	46,710144	0,34441015
19,55	-0,00015761843	46,710175	0,34468195
19,575	0,00011271192	46,710304	0,34459853
19,6	-3,7307851E-5	46,7103	0,34405577
19,625	0,0002348572	46,710178	0,34398404
19,65	0,00013362011	46,710403	0,34389251
19,675	-6,2984414E-5	46,710434	0,34408808
19,7	1,5877653E-5	46,710239	0,3434709
19,725	-2,621673E-7	46,71035	0,34349599
19,75	0,0002528294	46,710289	0,34286085
19,775	0,00035223179	46,710331	0,3430627
19,8	0,00015856326	46,710354	0,3430627
19,825	0,00022935541	46,710247	0,34273165
19,85	0,0003151861	46,710461	0,3426204
19,875	6,4294785E-5	46,710377	0,34235936
19,9	-0,00039640255	46,710373	0,34209561
19,925	0,00037900731	46,710304	0,34223646
19,95	-0,00037512882	46,71035	0,34201041
19,975	-9,452831E-5	46,71019	0,34199333
20	-8,7925233E-5	46,710289	0,3419126
20,025	-0,00033698184	46,710236	0,3421064
20,05	4,7789421E-5	46,710342	0,34167844
20,075	-9,7096432E-5	46,710384	0,34124157
20,1	2,028048E-5	46,710518	0,34134567
20,125	-1,1265744E-5	46,710533	0,34090605
20,15	0,00019927602	46,710594	0,34098321
20,175	-0,00021043606	46,710468	0,34087828
20,2	0,00033462513	46,710529	0,34107652
20,225	-0,00028122822	46,710377	0,34017223
20,25	1,8077902E-5	46,710606	0,34042165
20,275	-0,00019062916	46,710564	0,34029424
20,3	0,00050812121	46,710445	0,34001973
20,325	6,3561369E-5	46,710606	0,33983582
20,35	0,00024109241	46,710678	0,33955681
20,375	-0,00022694143	46,710632	0,33997849
20,4	-0,0001044306	46,710621	0,33964115
20,425	-0,00039016735	46,710678	0,33947071
20,45	0,00020037731	46,710705	0,33907238
20,475	0,00035773357	46,711117	0,33860233
20,5	1,4042947E-5	46,711258	0,33929667
20,525	0,00020734593	46,711185	0,33933884
20,55	0,00037093856	46,711117	0,33920696
20,575	0,00030968199	46,71133	0,33870456
20,6	-0,00043418398	46,710831	0,33872166
20,625	-0,00018586079	46,710762	0,3382327
20,65	0,0001860722	46,710571	0,33841392
20,675	-0,00012533879	46,710705	0,33800575
20,7	6,3195825E-5	46,710915	0,33814928
20,725	3,0182768E-5	46,710373	0,33800843
20,75	-1,8967781E-5	46,710625	0,33776352
20,775	-0,00063848821	46,710793	0,33748901
20,8	0,00023448933	46,710831	0,33782634
20,825	0,00020111073	46,710613	0,33701983
20,85	0,00033389172	46,710861	0,33713377
20,875	-1,2364704E-5	46,711216	0,33699381
20,9	0,0003041802	46,710949	0,33678481
20,925	1,9912608E-5	46,710499	0,3371329
20,95	-6,9585163E-5	46,710491	0,33649501
20,975	-0,00015248219	46,71051	0,33655155
21	1,8445775E-5	46,710396	0,33667892
21,025	-0,00016641943	46,710674	0,33641338
21,05	4,9256254E-5	46,710991	0,33636045
21,075	-6,2616542E-5	46,710686	0,33594602
21,1	-8,0588739E-5	46,710846	0,33606979
21,125	-3,8041268E-5	46,710781	0,33593524
21,15	-0,00012423983	46,711002	0,3360061
21,175	0,00020881277	46,71196	0,33533147
21,2	-0,00013927836	46,71394	0,33534944
21,225	6,5396074E-5	46,713585	0,33554593
21,25	0,00028327433	46,713711	0,33517271
21,275	0,00019891048	46,713226	0,33493948
21,3	-0,00042538065	46,713928	0,33494577
21,325	-9,8195393E-5	46,713978	0,33460572
21,35	-0,00014111074	46,713001	0,33444068
21,375	0,0003177519	46,712875	0,33465329
21,4	-0,00016715517	46,712811	0,33435637
21,425	0,00033682538	46,711864	0,33389971
21,45	-3,840914E-5	46,712292	0,33392847
21,475	-0,00025371928	46,713863	0,33387998
21,5	5,9894286E-5	46,713863	0,33366829
21,525	0,00022018421	46,713123	0,33346733
21,55	-0,00016532047	46,713093	0,33329326
21,575	-0,00022180751	46,713303	0,33324215
21,6	-0,00031974306	46,713135	0,33302417
21,625	-0,00014111074	46,715061	0,33291829
21,65	0,00016112905	46,715492	0,33282232
21,675	-7,6921657E-5	46,717117	0,33259353
21,7	-5,7482626E-5	46,718357	0,33266351
21,725	-6,6651497E-5	46,718941	0,33240876
21,75	0,00017580204	46,721951	0,33245718
21,775	0,00012371549	46,721729	0,33240876
21,8	0,00010647671	46,725246	0,33193061
21,825	-7,9121906E-5	46,723972	0,33161932
21,85	-0,00031680707	46,726357	0,33163276
21,875	0,00023889216	46,724995	0,33164534
21,9	-0,00039897067	46,726284	0,33102542
21,925	0,00032765651	46,731972	0,33109629
21,95	-1,7500948E-5	46,731579	0,33095995
21,975	0,00021358114	46,734562	0,33084065
22	-0,00029700017	46,732567	0,33080384
22,025	0,00044062943	46,735573	0,33043873
22,05	0,00025099469	46,740726	0,3304818
22,075	0,00040505058	46,741425	0,33057508
22,1	1,5725382E-6	46,742439	0,33036426
22,125	0,00034086034	46,742519	0,32982242
22,15	1,1842698E-5	46,743999	0,32996684
22,175	0,00044943276	46,744877	0,32952365
22,2	-0,00013120845	46,743729	0,32952458
22,225	0,00051508984	46,74633	0,32949767
22,25	-0,00023061084	46,746822	0,3290554
22,275	7,3465984E-5	46,750462	0,32873604
22,3	0,00022421917	46,751545	0,32870731
22,325	1,5725382E-6	46,750813	0,32888943
22,35	0,00027410313	46,75243	0,32837722
22,375	2,5414396E-5	46,754421	0,32851446
22,4	0,00021761609	46,756443	0,32814935
22,425	0,00021174876	46,756763	0,32801837
22,45	-0,00015541585	46,758022	0,32792592
22,475	0,00047070766	46,758106	0,32793942
22,5	-2,3736153E-5	46,75819	0,32770348
22,525	-8,6092856E-5	46,758949	0,32758954
22,55	9,6206553E-5	46,759285	0,32769001
22,575	0,00026016589	46,760357	0,32727826
22,6	-5,9315003E-5	46,761017	0,32731324
22,625	0,00023999112	46,761494	0,32732219
22,65	0,00011417875	46,762589	0,32698488
22,675	0,00011051167	46,762966	0,32709253
22,7	4,3754466E-5	46,762981	0,32690233
22,725	-0,0003454173	46,763702	0,32631654
22,75	0,00026676664	46,764034	0,32664129
22,775	0,00013765506	46,763859	0,32640713
22,8	6,1726663E-5	46,763588	0,32586712
22,825	0,0002818075	46,763931	0,32576394
22,85	9,4371848E-5	46,763805	0,32558993
22,875	-8,2057901E-5	46,76392	0,32578635
22,9	0,00024769315	46,763821	0,3253082
22,925	0,00019450765	46,763737	0,32573164
22,95	0,00035663228	46,763744	0,32494131
22,975	-6,4816792E-5	46,763996	0,32487938
23	-1,3098121E-5	46,764378	0,32474035
23,025	-5,2714255E-5	46,764217	0,32439139
23,05	-0,0002625226	46,764946	0,32427385
23,075	0,00029867841	46,765274	0,32408097
23,1	0,00016699871	46,765484	0,32373202
23,125	0,00014499156	46,765587	0,32365936
23,15	0,00013765506	46,765446	0,3239437
23,175	0,00036837044	46,76564	0,3235732
23,2	-3,5473146E-5	46,765957	0,32350323
23,225	0,00019157398	46,765892	0,32300895
23,25	0,00019634236	46,765713	0,32291383
23,275	7,9701189E-5	46,765743	0,32298565
23,3	-7,5086951E-5	46,76638	0,32304394
23,325	0,00025246153	46,766785	0,32240966
23,35	0,00018240511	46,766598	0,32215852
23,375	-0,00020420086	46,766861	0,32206699
23,4	-0,00014001178	46,766884	0,32216299
23,425	-0,00037732907	46,767078	0,32198897
23,45	-0,00015945081	46,767281	0,32156554
23,475	0,00069408771	46,767517	0,32158709
23,5	-0,00019209599	46,767799	0,32195485
23,525	0,00022201892	46,767925	0,32129729
23,55	0,00025136257	46,767799	0,32107392
23,575	6,4294785E-5	46,767506	0,32104519
23,6	0,00015416043	46,768093	0,32085234
23,625	0,00011344533	46,767757	0,32050964
23,65	0,00024035899	46,767883	0,32067558
23,675	0,00033609197	46,768246	0,32049438
23,7	8,9090317E-6	46,76833	0,32023153
23,725	-5,4546632E-5	46,768154	0,31984758
23,75	-0,00015468244	46,768288	0,31982425
23,775	0,00021578372	46,768391	0,31949055
23,8	0,00016516401	46,768379	0,31910387
23,825	0,00016919896	46,768425	0,31932369
23,85	0,0003665369	46,768719	0,31899443
23,875	-9,0631656E-6	46,76886	0,31891099
23,9	0,00019267527	46,769112	0,3185764
23,925	0,00014682394	46,7691	0,31851715
23,95	0,00022348575	46,769165	0,31823727
23,975	-0,00015945081	46,769119	0,31818524
24	-9,1226771E-5	46,769184	0,31797263
24,025	0,0001743352	46,769798	0,31745949
24,05	-6,8851747E-5	46,769661	0,31770799
24,075	-5,3813215E-5	46,770271	0,31725493
24,1	4,0452927E-5	46,769859	0,31687009
24,125	-9,4160438E-5	46,769646	0,31706029
24,15	-3,4739729E-5	46,769485	0,31696251
24,175	3,4951139E-5	46,769444	0,31663147
24,2	0,00015122676	46,769684	0,31679833
24,225	-9,8195393E-5	46,769676	0,31611654
24,25	-0,00013157399	46,769455	0,31622511
24,275	0,00061559235	46,769791	0,31615153
24,3	-0,00051487843	46,769901	0,31582767
24,325	0,00015856326	46,770061	0,31581426
24,35	0,00031115115	46,769787	0,3158761
24,375	-0,00010369718	46,769947	0,31546706
24,4	1,8077902E-5	46,769924	0,314953
24,425	0,00018937374	46,769924	0,31518173
24,45	9,7307842E-5	46,770073	0,31497365
24,475	-4,2076223E-5	46,769947	0,31448382
24,5	-6,0781837E-5	46,769802	0,31407925
24,525	0,0003375588	46,770195	0,3140299
24,55	-0,00027022464	46,770088	0,3137123
24,575	-0,00020273402	46,770061	0,31388637
24,6	4,1554216E-5	46,77002	0,31339923
24,625	-5,3813215E-5	46,770317	0,31336784
24,65	0,00051765796	46,770142	0,31317315
24,675	0,00050922134	46,770115	0,31268245
24,7	-9,3794893E-5	46,770214	0,31245458
24,725	0,00011307979	46,770187	0,31255418
24,75	0,00034269504	46,770061	0,31242859
24,775	-4,2947941E-6	46,770267	0,31228504
24,8	-0,00049030315	46,769978	0,31212354
24,825	0,00024916232	46,769913	0,3117432
24,85	7,85999E-5	46,769817	0,31188047
24,875	0,00010611117	46,770321	0,3113763
24,9	8,3002727E-5	46,770573	0,31125069
24,925	0,0001904727	46,770302	0,31108022
24,95	0,00014499156	46,770134	0,31089723
24,975	0,0002708016	46,770271	0,31098247
25	0,00022825412	46,770405	0,31064156
25,025	6,4294785E-5	46,770287	0,31077161
25,05	0,00020441227	46,770309	0,31039396
25,075	0,00019120844	46,770466	0,31039667
25,1	0,00031225011	46,770382	0,31002432
25,125	0,00046080421	46,770187	0,30947265
25,15	0,00027630338	46,770206	0,3094089
25,175	0,00018644007	46,770561	0,30945471
25,2	0,00015232572	46,770485	0,30913982
25,225	-0,00035238592	46,770695	0,30888143
25,25	-0,00027756114	46,770615	0,30834141
25,275	0,00018130383	46,770714	0,30867693
25,3	0,00039257901	46,770382	0,30838805
25,325	0,00032912334	46,770767	0,30781302
25,35	-8,7925233E-5	46,770744	0,30769187
25,375	0,00017066579	46,770695	0,30752414
25,4	-0,00016348576	46,770687	0,30736446
25,425	6,3409097E-6	46,770813	0,30721822
25,45	-8,2423445E-5	46,770996	0,30741021
25,475	2,1013897E-5	46,77161	0,30705497
25,5	-0,00010406505	46,771812	0,30699483
25,525	-0,00029590121	46,771824	0,30641982
25,55	0,00023962557	46,771206	0,30660373
25,575	0,00019524107	46,770912	0,30611122
25,6	-0,00029956829	46,777988	0,31737247
25,625	0,00058294716	46,762196	0,43890423
25,65	0,00014315685	46,760414	1,2552954
25,675	0,00013948977	46,57132	4,2753663
25,7	-0,016868927	45,491108	6,1518192
25,725	-0,03996985	43,893116	6,3788557
25,75	-0,040298503	42,277859	6,5956531
25,775	-0,040913623	40,666042	6,8045197
25,8	-0,042417862	39,044456	7,0104814
25,825	-0,044513378	37,452133	7,2112756
25,85	-0,044720616	35,866409	7,4105186
25,875	-0,045873463	34,300728	7,6096201
25,9	-0,04683961	32,72644	7,8060513
25,925	-0,047237948	31,18709	7,9975314
25,95	-0,047307644	29,654236	8,1813755
25,975	-0,046692155	28,15217	8,3512001
26	-0,04363123	26,767504	8,4909506
26,025	-0,02753724	25,671032	8,5526314
26,05	-0,013189944	25,487234	8,4807148
26,075	-0,0023576701	25,486624	8,4590816
26,1	-0,0038934536	25,486675	8,4526014
26,125	-0,0042738221	25,450642	8,4280167
26,15	-0,0030916338	25,319565	8,4178343
26,175	-0,0015954641	25,121887	8,4164009
26,2	-0,0016431478	25,028229	8,4171019
26,225	-0,0016490174	24,890507	8,4163399
26,25	-0,0013819886	24,847223	8,4191303
26,275	-0,0015011979	24,698233	8,4220762
26,3	-0,0016622213	24,594664	8,4217529
26,325	-0,0015074331	24,394579	8,4217215
26,35	-0,0012301342	24,311729	8,4256468
26,375	-0,0015950985	24,228222	8,4262867
26,4	-0,0016119718	24,080812	8,429451
26,425	-0,00071184849	23,99441	8,4312859
26,45	-0,0006043762	23,881742	8,4330912
26,475	-0,0010874509	23,694752	8,4350872
26,5	-0,00016275235	23,621696	8,4380579
26,525	-0,00050424039	23,515596	8,4402962
26,55	-0,0005079098	23,332939	8,4427652
26,575	-0,00054788915	23,231529	8,4445534
26,6	-0,00079071056	23,117535	8,4472628
26,625	-0,00045068935	22,995913	8,4511862
26,65	-0,00062821805	22,971245	8,4539967
26,675	-0,00035605533	22,896448	8,4571915
26,7	-0,00084352819	22,72891	8,4601536
26,725	-0,00055412669	22,577671	8,464057
26,75	-0,00094146375	22,37496	8,468565
26,775	-0,00076356716	22,33897	8,4713507
26,8	-0,00052038021	22,279942	8,4748697
26,825	-0,00057209888	22,235363	8,4797821
26,85	-0,000635189	22,005173	8,4835758
26,875	-0,00065536145	21,864985	8,4877272
26,9	-0,0010903846	21,792969	8,49263
26,925	-0,00068067014	21,719225	8,4974747
26,95	-0,00076540187	21,659374	8,5016203
26,975	-0,00037843036	21,495399	8,5063648
27	-0,00088204304	21,370726	8,5112467
27,025	-0,00059630862	21,262924	8,5154209
27,05	-0,00038833264	21,153379	8,5214758
27,075	-0,00071625132	20,994818	8,5273237
27,1	-0,00078704348	20,910181	8,5321341
27,125	-0,00054935832	20,839973	8,5376997
27,15	-0,00020163273	20,801126	8,5431185
27,175	-0,00066343136	20,564878	8,5489635
27,2	-0,00048113195	20,425356	8,5540276
27,225	-0,00043528294	20,359215	8,5604725
27,25	-0,00076320162	20,227262	8,5660419
27,275	-0,00064142421	20,161697	8,5710554
27,3	-0,00055632694	19,980495	8,5775146
27,325	-0,00058493717	19,892265	8,5834198
27,35	-0,00090368465	19,828823	8,5899487
27,375	-0,00080354884	19,775846	8,5965176
27,4	-0,00068764109	19,642643	8,6027403
27,425	-0,00079731364	19,4512	8,6099606
27,45	-0,0010162909	19,372381	8,6157703
27,475	-0,0009121201	19,36038	8,622571
27,5	-0,00058897212	19,207186	8,6306944
27,525	-0,00068177143	19,052923	8,6358204
27,55	-0,00062455097	18,87146	8,6436348
27,575	-0,00047379779	18,824064	8,6495676
27,6	-0,00066379923	18,724476	8,6571569
27,625	-0,00055889506	18,612837	8,6655073
27,65	-0,00036045583	18,558981	8,6726208
27,675	-0,00086296955	18,439507	8,6787148
27,7	-0,0011208295	18,22983	8,6850414
27,725	-0,0010925848	18,090815	8,6946163
27,75	-0,00087654125	17,950777	8,6996336
27,775	-0,00055265753	17,880463	8,7066679
27,8	-0,00039823726	17,823872	8,7146368
27,825	-0,0011993237	17,771027	8,72159
27,85	-0,00041951099	17,638428	8,7296553
27,875	-0,00047159521	17,487576	8,7362747
27,9	-0,00084903231	17,402161	8,7441263
27,925	-0,00081675267	17,336195	8,7530022
27,95	-0,00089744944	17,140825	8,7604761
27,975	-0,00066563161	17,005701	8,7678928
28	-7,9489779E-5	16,909334	8,7742052
28,025	-0,0005123103	16,887136	8,7831287
28,05	-0,00059667416	16,744131	8,7912159
28,075	-0,00081675267	16,597252	8,7991772
28,1	-0,00089964969	16,554998	8,8074636
28,125	-0,00082519045	16,415283	8,8141394
28,15	-0,00073275669	16,287169	8,8229027
28,175	-0,00022767484	16,176086	8,8300323
28,2	-0,00052551646	16,0903	8,8389997
28,225	-0,00082702283	15,957767	8,8473644
28,25	-0,00074229343	15,857785	8,8542614
28,275	-0,00093046017	15,775047	8,8625031
28,3	-0,0012341691	15,747005	8,870183
28,325	-0,00034835329	15,565728	8,8791637
28,35	-0,00039677043	15,406727	8,8867474
28,375	-0,00030983845	15,344067	8,8954611
28,4	-0,0011314652	15,268414	8,8789883
28,425	-0,00093046017	15,320808	8,8068466
28,45	0,0018729756	15,840797	8,7064838
28,475	0,0047413339	16,332825	8,7167273
28,5	0,0053483848	16,368414	8,6699038
28,525	0,0027661279	16,367355	8,6605015
28,55	0,001767338	16,367472	8,6380749
28,575	0,0013700952	16,367538	8,6264553
28,6	0,0010869277	16,377884	8,619503
28,625	0,00045420113	16,469971	8,6004896
28,65	0,00069922279	16,574261	8,5844107
28,675	0,00083273719	16,587605	8,5688496
28,7	0,00069885608	16,676596	8,5542221
28,725	0,00090132793	16,883696	8,5345612
28,75	0,0010711558	16,900723	8,5164452
28,775	0,0011302098	16,966965	8,4979258
28,8	0,0010473139	17,078478	8,4806595
28,825	0,0012142069	17,334883	8,4622507
28,85	0,0010425455	17,400679	8,4441776
28,875	0,00070545799	17,520493	8,4271889
28,9	0,00095157977	17,686718	8,4109306
28,925	0,00067097927	17,815329	8,3947859
28,95	0,00095744827	17,85718	8,3778963
28,975	0,0010568507	17,928925	8,3613243
29	0,00096441689	18,064558	8,3456573
29,025	0,00083530415	18,252947	8,3296337
29,05	0,0014163121	18,521608	8,3138857
29,075	0,00061265752	18,594803	8,2993402
29,1	0,00095561356	18,710506	8,2841597
29,125	0,00099192699	18,827133	8,2693682
29,15	0,00051325629	18,879725	8,2542772
29,175	0,0010938963	19,090927	8,2400484
29,2	0,00068161613	19,315638	8,2258463
29,225	0,00080999546	19,37042	8,2113714
29,25	0,00091893459	19,457241	8,1976194
29,275	0,0007120599	19,653614	8,1835365
29,3	0,00057011005	19,796473	8,1689978
29,325	0,00032032002	19,866079	8,1548328
29,35	0,0014177789	19,921743	8,1404419
29,375	0,00063870079	20,134863	8,1264009
29,4	0,0010135686	20,229153	8,1120396
29,425	0,00086794933	20,386637	8,0980902
29,45	0,0011162714	20,43576	8,0838919
29,475	0,00089692627	20,716511	8,0702019
29,5	0,00077038165	20,834658	8,0560045
29,525	0,00073993672	20,913054	8,0417385
29,55	0,0010154021	20,997496	8,0291319
29,575	0,001442722	21,191496	8,0153379
29,6	0,00074067013	21,314369	8,0013227
29,625	0,00088702282	21,455845	7,9883518
29,65	0,0006056889	21,622681	7,9749928
29,675	0,00074177142	21,729937	7,9613004
29,7	0,00083787227	21,809063	7,9472795
29,725	0,0010883946	21,882845	7,9333348
29,75	0,0008800542	22,081003	7,9200926
29,775	0,00061632576	22,269115	7,9068732
29,8	0,00056754192	22,329786	7,8931179
29,825	0,00049308152	22,371948	7,8799443
29,85	0,00082576741	22,52906	7,8669448
29,875	0,0011155379	22,765585	7,8534369
29,9	0,00091379951	22,944319	7,8397861
29,925	0,0005800135	22,994576	7,8262324
29,95	0,00091636647	23,041412	7,8129039
29,975	0,00094240974	23,223568	7,8005867
30	0,00059505203	23,317818	7,7870345
